Hispanic,White,Asian,Black,American Indian/Alaska Native,Native Hawaiian/Pacific Islander,date,Hispanic_discrepancy,White_discrepancy,Asian_discrepancy,Black_discrepancy,American Indian/Alaska Native_discrepancy,Native Hawaiian/Pacific Islander_discrepancy,Hispanic_rates,White_rates,Asian_rates,Black_rates,American Indian/Alaska Native_rates,Native Hawaiian/Pacific Islander_rates,Hispanic_covidperc,White_covidperc,Asian_covidperc,Black_covidperc,American Indian/Alaska Native_covidperc,Native Hawaiian/Pacific Islander_covidperc,Hispanic_demperc,White_demperc,Asian_demperc,Black_demperc,American Indian/Alaska Native_demperc,Native Hawaiian/Pacific Islander_demperc,Other
1116,774,460,307,3,9,2020-06-14,0.8603582976007105,1.1110967558558675,1.1191506133431948,1.27804837433912,0.08028689182679441,0.8430123641813413,0.22873511521456003,0.29539651697898134,0.29753771794772055,0.3397823243751771,0.021345097157119085,0.22412352014975037,0.4181341326339453,0.2899962532783814,0.172349194454852,0.11502435369052079,0.0011240164855751218,0.0033720494567253652,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1128,779,461,309,3,9,2020-06-15,0.8631415598069868,1.109956983823695,1.1132415371909608,1.276806743522995,0.07968974127397332,0.83674228337672,0.23119463258245854,0.29730476321269567,0.29818453907369386,0.3419958900062858,0.021345097157119085,0.22412352014975037,0.4194867980661956,0.2896987727779844,0.17143919672740796,0.11491260691706955,0.0011156563778356265,0.00334696913350688,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1144,783,464,311,3,9,2020-06-16,0.8673210998601976,1.1053795136330138,1.110164706332724,1.2732334397772866,0.07895567954521529,0.8290346352247604,0.23447398907298986,0.29883136019966716,0.3001250024516138,0.3442094556373944,0.021345097157119085,0.22412352014975037,0.421518054532056,0.28850405305821664,0.1709653647752395,0.11459100957995579,0.001105379513633014,0.003316138540899042,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1158,795,469,313,3,9,2020-06-17,0.8673884417119461,1.1088376452472706,1.1086474501108647,1.2660275856489909,0.07800717666025275,0.8190753549326538,0.23734342600220476,0.3034111511605816,0.3033591080814803,0.34642302126850305,0.021345097157119085,0.22412352014975037,0.4215507826720058,0.28940662540953765,0.17073170731707318,0.11394248270840918,0.0010921004732435385,0.0032763014197306154,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1169,805,471,316,3,9,2020-06-18,0.8674178846875886,1.1122579111934596,1.102936010977843,1.26617782586048,0.07727577146978518,0.8113956004327443,0.23959798358944506,0.3072276436280103,0.3046527503334269,0.349743369715166,0.021345097157119085,0.22412352014975037,0.42156509195816805,0.29029931482149296,0.16985214569058782,0.1139560043274432,0.0010818608005769925,0.0032455824017309774,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1188,818,476,319,3,9,2020-06-19,0.8689813169016866,1.114148459601222,1.0987945577351905,1.2600229095074456,0.07617693362449851,0.7998578030572343,0.243492219421951,0.31218908383566757,0.30788685596329346,0.35306371816182897,0.021345097157119085,0.22412352014975037,0.4223249200142197,0.290792747955919,0.16921436189121933,0.1134020618556701,0.001066477070742979,0.003199431212228937,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1216,831,480,321,3,9,2020-06-20,0.8748453192897638,1.1132545615304235,1.0898192716374535,1.2470862470862472,0.07492507492507493,0.7867132867132868,0.24923109328038082,0.3171505240433249,0.3104741404671867,0.3552772837929376,0.021345097157119085,0.22412352014975037,0.4251748251748252,0.29055944055944055,0.16783216783216784,0.11223776223776223,0.001048951048951049,0.003146853146853147,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1223,832,480,321,3,9,2020-06-21,0.8774270939155489,1.111485168619781,1.0867793294571537,1.2436076243607626,0.07471607890017931,0.7845188284518828,0.25066581174498825,0.3175321732900678,0.3104741404671867,0.3552772837929376,0.021345097157119085,0.22412352014975037,0.42642956764295675,0.2900976290097629,0.16736401673640167,0.11192468619246862,0.0010460251046025104,0.0031380753138075313,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1231,835,484,324,3,9,2020-06-22,0.8776582850656924,1.108535591294212,1.089001089001089,1.2474012474012475,0.07425007425007425,0.7796257796257796,0.25230548999025393,0.3186771210302964,0.3130614249710799,0.3585976322396006,0.021345097157119085,0.22412352014975037,0.4265419265419265,0.28932778932778935,0.1677061677061677,0.11226611226611227,0.0010395010395010396,0.0031185031185031187,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1252,831,490,329,5,9,2020-06-23,0.8834470806731133,1.0918751872349148,1.091158498565906,1.253619875019052,0.12247697432882618,0.7716049382716049,0.2566096453840763,0.3171505240433249,0.31694235172691976,0.3641315463173722,0.03557516192853181,0.22412352014975037,0.42935528120713307,0.28497942386831276,0.16803840877914952,0.11282578875171467,0.0017146776406035665,0.0030864197530864196,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1264,836,497,337,5,10,2020-06-24,0.8819338912402475,1.086152978670606,1.0943617250840039,1.269733619682755,0.12110642832921571,0.84774499830451,0.2590691627519748,0.31905877027703927,0.3214700996087329,0.37298580884180677,0.03557516192853181,0.24902613349972264,0.42861987114276023,0.28348592743302814,0.1685317056629366,0.11427602577144795,0.00169548999660902,0.00339097999321804,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1285,853,498,340,5,10,2020-06-25,0.8839962961587093,1.0926777779058758,1.081165574646016,1.2630484044726775,0.11940583655729092,0.8358408559010365,0.2633733181457972,0.32554680747166803,0.32211692073470616,0.3763061572884698,0.03557516192853181,0.24902613349972264,0.4296221999331327,0.2851889000334336,0.16649949849548645,0.11367435640254096,0.001671681711802073,0.003343363423604146,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1295,853,502,344,6,10,2020-06-26,0.8852521772418414,1.0857804763177656,1.0829701859602192,1.2698412698412698,0.14238253440911247,0.8305647840531561,0.26542291595237927,0.32554680747166803,0.3247042052385994,0.38073328855068705,0.04269019431423817,0.24902613349972264,0.43023255813953487,0.28338870431893687,0.16677740863787374,0.11428571428571428,0.0019933554817275745,0.0033222591362126247,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1305,856,508,342,6,10,2020-06-27,0.8870780261596252,1.0834798436042412,1.0897592661715556,1.2553683515031384,0.14158289678606822,0.8259002312520648,0.2674725137589613,0.32669175521189664,0.32858513199443923,0.3785197229195784,0.04269019431423817,0.24902613349972264,0.4311199207135778,0.28278823918070695,0.16782292699041956,0.11298315163528246,0.0019821605550049554,0.003303600925008259,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1326,843,517,351,9,9,2020-06-28,0.8930916732335172,1.0572455179938671,1.098901098901099,1.2765957446808511,0.2104278700023381,0.7364975450081833,0.2717766691527837,0.3217303150042393,0.334406522128199,0.3884807682595673,0.06403529147135725,0.22412352014975037,0.4340425531914894,0.27594108019639935,0.16923076923076924,0.1148936170212766,0.0029459901800327334,0.0029459901800327334,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1335,848,520,353,9,9,2020-06-29,0.8935958296183845,1.0569427929713304,1.0984461212177543,1.2759343598640933,0.20912724230876473,0.7319453480806766,0.2736213071787076,0.3236385612379537,0.3363469855061189,0.3906943338906759,0.06403529147135725,0.22412352014975037,0.4342875731945348,0.27586206896551724,0.16916070266753416,0.11483409238776839,0.0029277813923227064,0.0029277813923227064,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1355,857,522,355,9,9,2020-06-30,0.8973498048346955,1.0568152250449176,1.0909592499550658,1.2695347423380896,0.20690606464665043,0.7241712262632765,0.2777205027918717,0.3270734044586395,0.3376406277580655,0.3929078995217846,0.06403529147135725,0.22412352014975037,0.43611200514966203,0.27582877373672354,0.16800772449308013,0.11425812681042806,0.002896684905053106,0.002896684905053106,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1394,875,529,365,9,10,2020-07-02,0.9014182140797128,1.0535796421923125,1.079530149297591,1.2745303442977862,0.20202927179671365,0.7856693903205532,0.2857139342375418,0.3339430909000112,0.3421683756398787,0.4039757276773278,0.06403529147135725,0.24902613349972264,0.4380892520427404,0.2749842866121936,0.16624764299182904,0.11470773098680076,0.0028284098051539913,0.0031426775612822125,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1394,875,529,365,9,10,2020-07-03,0.9014182140797128,1.0535796421923125,1.079530149297591,1.2745303442977862,0.20202927179671365,0.7856693903205532,0.2857139342375418,0.3339430909000112,0.3421683756398787,0.4039757276773278,0.06403529147135725,0.24902613349972264,0.4380892520427404,0.2749842866121936,0.16624764299182904,0.11470773098680076,0.0028284098051539913,0.0031426775612822125,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1415,880,531,366,9,10,2020-07-05,0.90673392517747,1.0500303673555105,1.0738249604646366,1.2664798089899305,0.2002046536459492,0.7785736530675802,0.2900180896313642,0.3358513371337255,0.3434620178918253,0.40508251049288213,0.06403529147135725,0.24902613349972264,0.4406726876362504,0.2740579258797882,0.16536904391155402,0.11398318280909374,0.002802865151043289,0.003114294612270321,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1471,901,537,369,9,11,2020-07-06,0.9177528717990951,1.0467274953588497,1.0573113969111543,1.2431776834445118,0.19492333015680496,0.8338386901152213,0.3014958373482238,0.3438659713153258,0.34734294464766513,0.40840285893954514,0.06403529147135725,0.2739287468496949,0.44602789569436024,0.27319587628865977,0.16282595512431777,0.11188599151000607,0.0027289266221952697,0.0033353547604608852,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1471,901,537,369,9,11,2020-07-07,0.9177528717990951,1.0467274953588497,1.0573113969111543,1.2431776834445118,0.19492333015680496,0.8338386901152213,0.3014958373482238,0.3438659713153258,0.34734294464766513,0.40840285893954514,0.06403529147135725,0.2739287468496949,0.44602789569436024,0.27319587628865977,0.16282595512431777,0.11188599151000607,0.0027289266221952697,0.0033353547604608852,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1516,913,544,372,9,11,2020-07-08,0.9269960070686504,1.0395495664748111,1.0497674687867853,1.2283308568598317,0.19104224156230099,0.8172362555720654,0.3107190274778432,0.34844576227624025,0.3518706925294782,0.4117232073862081,0.06403529147135725,0.2739287468496949,0.45052005943536405,0.2713224368499257,0.16166419019316494,0.11054977711738484,0.002674591381872214,0.0032689450222882616,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1551,916,544,375,9,12,2020-07-09,0.9367062003790309,1.030108172603846,1.036826396380256,1.2229723119068585,0.18868715669420102,0.8805400645729381,0.31789261980088046,0.34959071001646885,0.3518706925294782,0.41504355583287106,0.06403529147135725,0.29883136019966716,0.455239213384209,0.26885823304960377,0.15967126504255943,0.11006750807161726,0.0026416201937188143,0.0035221602582917524,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1589,920,547,380,9,13,2020-07-10,0.9455024074907116,1.0193476618159012,1.027168320401403,1.221001221001221,0.18590432124266712,0.9398496240601503,0.32568109146589236,0.35111730700344035,0.35381115590739814,0.42057746991064265,0.06403529147135725,0.32373397354963945,0.45951417004048584,0.26604973973395024,0.15818392134181608,0.10989010989010989,0.0026026604973973396,0.0037593984962406013,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1615,928,550,386,9,13,2020-07-11,0.9491703134789238,1.0155828493446315,1.0201167013506345,1.225046812021962,0.1836210062431142,0.9283061982290773,0.3310100457630058,0.3541705009773833,0.35575161928531807,0.4272181668039686,0.06403529147135725,0.32373397354963945,0.46129677235075695,0.26506712367894886,0.15709797200799772,0.11025421308197658,0.002570694087403599,0.0037132247929163096,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1622,934,550,387,9,14,2020-07-12,0.9492174515559676,1.0177884133397843,1.0157646676418008,1.2229806598407282,0.18283764017552412,0.9954493742889646,0.33244476422761327,0.3564603964578405,0.35575161928531807,0.42832494961952294,0.06403529147135725,0.3486365868996117,0.4613196814562002,0.2656427758816837,0.15642775881683732,0.11006825938566553,0.002559726962457338,0.003981797497155859,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1627,937,551,387,9,14,2020-07-13,0.9497125178764265,1.0184505855819135,1.0150133554388874,1.2198581560283688,0.182370820668693,0.9929078014184397,0.33346956313090426,0.3576053441980691,0.3563984404112914,0.42832494961952294,0.06403529147135725,0.3486365868996117,0.4615602836879433,0.26581560283687944,0.15631205673758866,0.1097872340425532,0.002553191489361702,0.003971631205673759,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1662,957,558,391,9,14,2020-07-14,0.9523121933778204,1.021071196509793,1.0090160466100315,1.2098146601070578,0.1790189760114572,0.9746588693957114,0.3406431554539416,0.36523832913292653,0.3609261882931045,0.4327520808817402,0.06403529147135725,0.3486365868996117,0.4628237259816207,0.26649958228905596,0.15538847117794485,0.1088833194096352,0.002506265664160401,0.003898635477582846,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1685,963,563,393,9,15,2020-07-15,0.9556444843716679,1.016994259209976,1.0076747948853793,1.2036016170525543,0.17719325878091038,1.033627342888644,0.34535723040908034,0.36752822461338375,0.36416029392297106,0.43496564651284886,0.06403529147135725,0.373539200249584,0.4644432194046306,0.26543550165380375,0.1551819184123484,0.10832414553472988,0.0024807056229327455,0.004134509371554576,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1719,962,569,397,9,16,2020-07-16,0.9632453804567095,1.0037646391038322,1.0062105650340945,1.2012829823287339,0.17507002801120447,1.0893246187363834,0.3523258629514594,0.36714657536664086,0.3680412206788109,0.43939277777506613,0.06403529147135725,0.3984418135995562,0.4681372549019608,0.2619825708061002,0.15495642701525056,0.10811546840958605,0.0024509803921568627,0.004357298474945534,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1758,971,577,400,9,17,2020-07-17,0.9692615087398939,0.9968666970551879,1.003953174371181,1.190901512444921,0.1722553973357832,1.1387995712754555,0.3603192943971295,0.3705814185873267,0.3732157896865973,0.44271312622172915,0.06403529147135725,0.4233444269495285,0.47106109324758844,0.26018220793140406,0.15460878885316184,0.10718113612004287,0.002411575562700965,0.004555198285101822,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1782,980,578,409,9,17,2020-07-18,0.9713024282560707,0.9946461647763314,0.9942375505289412,1.2038263428991907,0.17029328287606432,1.1258278145695364,0.36523832913292653,0.3740162618080125,0.3738626108125706,0.452674171561718,0.06403529147135725,0.4233444269495285,0.47205298013245034,0.2596026490066225,0.15311258278145695,0.10834437086092716,0.0023841059602649007,0.004503311258278146,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1787,985,578,410,9,17,2020-07-19,0.9711977634733988,0.9968162599453927,0.9913488518876792,1.203263485355403,0.1697985057731492,1.1225567881669307,0.3662631280362175,0.3759245080417269,0.3738626108125706,0.45378095437727234,0.06403529147135725,0.4233444269495285,0.4720021130480718,0.2601690438457475,0.1526677231907026,0.10829371368198626,0.002377179080824089,0.004490227152667723,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1790,990,578,410,9,17,2020-07-20,0.9707769035362311,0.9997636922182029,0.9892585011193341,1.2007262929772156,0.16944046991490325,1.1201897733263046,0.36687800737819215,0.3778327542754412,0.3738626108125706,0.45378095437727234,0.06403529147135725,0.4233444269495285,0.4717975751186083,0.260938323668951,0.15234580917237744,0.10806536636794939,0.0023721665788086453,0.0044807590933052185,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1820,997,582,413,10,17,2020-07-21,0.9754769385460248,0.9950308339795544,0.984428439494863,1.1953344331567828,0.18606035798012874,1.107059129981766,0.37302680079793843,0.3805042990026413,0.37644989531646383,0.4571013028239353,0.07115032385706362,0.4233444269495285,0.47408179213336804,0.2597030476686637,0.1516019796822089,0.10758009898411044,0.0026048450117218025,0.004428236519927064,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1855,1008,591,419,10,16,2020-07-22,0.978936247238661,0.9905280752801336,0.9842683605186812,1.1940383574135818,0.18319715678012674,1.0259040779687099,0.3802003931209757,0.38470244071681287,0.3822712854502236,0.46374199971726127,0.07115032385706362,0.3984418135995562,0.4757630161579892,0.2585278276481149,0.1515773275198769,0.10746345216722236,0.0025647601949217746,0.004103616311874839,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1882,1016,600,424,10,16,2020-07-23,0.9808581518589399,0.9859980512951899,0.9868550901985552,1.1932905549926827,0.18092343320306847,1.0131712259371835,0.3857343071987473,0.38775563469075586,0.38809267558398336,0.46927591379503286,0.07115032385706362,0.3984418135995562,0.4766970618034448,0.2573454913880446,0.1519756838905775,0.10739614994934144,0.0025329280648429585,0.004052684903748734,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1906,1017,606,429,10,19,2020-07-24,0.9836495358887578,0.9773142021916054,0.9869738989377815,1.1955522113535657,0.17915367802500984,1.1913719588663154,0.39065334193454426,0.3881372839374987,0.3919736023398232,0.4748098278728045,0.07115032385706362,0.47314965364947303,0.4780536744419363,0.255079006772009,0.15199398043641835,0.10759969902182091,0.002508151492350138,0.004765487835465262,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1938,1024,609,434,11,19,2020-07-25,0.9882662505545612,0.9723349807954346,0.9800608313619465,1.1950984441690762,0.19472473004071517,1.1771995043370507,0.39721205491560696,0.3908088286646988,0.3939140657177431,0.4803437419505761,0.07826535624276998,0.47314965364947303,0.48029739776951674,0.25377942998760844,0.15092936802973977,0.10755885997521686,0.0027261462205700124,0.004708798017348203,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1938,1025,609,438,11,19,2020-07-26,0.9870431487593203,0.9720799666173514,0.9788478847884788,1.2046204620462047,0.19448373408769445,1.1757425742574257,0.39721205491560696,0.3911904779114417,0.3939140657177431,0.4847708732127934,0.07826535624276998,0.47314965364947303,0.4797029702970297,0.2537128712871287,0.15074257425742574,0.10841584158415841,0.0027227722772277226,0.004702970297029703,0.486,0.261,0.154,0.09,0.014,0.004,0.031
1976,1038,619,441,12,19,2020-07-28,0.9904612963213586,0.9688213140689095,0.9791669962193714,1.1936662606577344,0.20880459370106141,1.1571254567600489,0.40500052658061886,0.396151918119099,0.40038227697747614,0.48809122165945634,0.08538038862847634,0.47314965364947303,0.4813641900121803,0.2528623629719854,0.1507917174177832,0.1074299634591961,0.00292326431181486,0.004628501827040195,0.486,0.261,0.154,0.09,0.014,0.004,0.031
2035,1049,632,449,12,19,2020-07-29,0.9979129643360127,0.9578544061302682,0.9780495957807683,1.1889630335769517,0.20427618139724907,1.1320305052430886,0.4170931536394531,0.40035005983327054,0.40879095161512913,0.49694548418389095,0.08538038862847634,0.47314965364947303,0.4849857006673022,0.25,0.15061963775023832,0.10700667302192564,0.002859866539561487,0.004528122020972355,0.486,0.261,0.154,0.09,0.014,0.004,0.031
